counts,transA,transB,M,N,K,lda,ldb,ldc
1,N,T,12672,384,384,44160,384,44160
9,N,T,12672,768,384,12672,768,44160
3,N,T,12672,768,384,44160,768,44160
21,N,T,13056,1152,384,13056,1152,44160
7,N,T,13056,1152,384,44160,1152,44160
12,N,T,13056,1153,384,13056,1153,44160
4,N,T,13056,1153,384,44160,1153,44160
2,N,T,13056,1536,384,13056,1536,44160
1,N,T,13056,2304,384,13056,2304,44160
1,N,T,13056,2304,384,44160,2304,44160
57,N,T,13056,2688,384,13056,2688,44160
19,N,T,13056,2688,384,44160,2688,44160
38,N,T,13056,3072,384,13056,3072,44160
12,N,T,13056,3072,384,44160,3072,44160
1,N,T,13056,768,384,13056,768,44160
1,N,T,13056,768,384,44160,768,44160
13,N,T,13440,1152,384,13440,1152,44160
5,N,T,13440,1152,384,44160,1152,44160
12,N,T,13440,1153,384,13440,1153,44160
4,N,T,13440,1153,384,44160,1153,44160
9,N,T,13440,1536,384,13440,1536,44160
3,N,T,13440,1536,384,44160,1536,44160
2,N,T,13440,1920,384,13440,1920,44160
49,N,T,13440,2688,384,13440,2688,44160
17,N,T,13440,2688,384,44160,2688,44160
47,N,T,13440,3072,384,13440,3072,44160
15,N,T,13440,3072,384,44160,3072,44160
2,N,T,13440,384,384,13440,384,44160
12,N,T,13824,1152,384,13824,1152,44160
4,N,T,13824,1152,384,44160,1152,44160
12,N,T,13824,1153,384,13824,1153,44160
4,N,T,13824,1153,384,44160,1153,44160
1,N,T,13824,1536,384,13824,1536,44160
1,N,T,13824,1536,384,44160,1536,44160
9,N,T,13824,1920,384,13824,1920,44160
3,N,T,13824,1920,384,44160,1920,44160
2,N,T,13824,2304,384,13824,2304,44160
48,N,T,13824,2688,384,13824,2688,44160
16,N,T,13824,2688,384,44160,2688,44160
48,N,T,13824,3072,384,13824,3072,44160
16,N,T,13824,3072,384,44160,3072,44160
9,N,T,13824,384,384,13824,384,44160
3,N,T,13824,384,384,44160,384,44160
2,N,T,13824,768,384,13824,768,44160
14,N,T,14208,1152,384,14208,1152,44160
4,N,T,14208,1152,384,44160,1152,44160
12,N,T,14208,1153,384,14208,1153,44160
4,N,T,14208,1153,384,44160,1153,44160
1,N,T,14208,1920,384,14208,1920,44160
1,N,T,14208,1920,384,44160,1920,44160
9,N,T,14208,2304,384,14208,2304,44160
3,N,T,14208,2304,384,44160,2304,44160
50,N,T,14208,2688,384,14208,2688,44160
16,N,T,14208,2688,384,44160,2688,44160
48,N,T,14208,3072,384,14208,3072,44160
16,N,T,14208,3072,384,44160,3072,44160
1,N,T,14208,384,384,14208,384,44160
1,N,T,14208,384,384,44160,384,44160
9,N,T,14208,768,384,14208,768,44160
3,N,T,14208,768,384,44160,768,44160
21,N,T,14592,1152,384,14592,1152,44160
7,N,T,14592,1152,384,44160,1152,44160
12,N,T,14592,1153,384,14592,1153,44160
4,N,T,14592,1153,384,44160,1153,44160
2,N,T,14592,1536,384,14592,1536,44160
1,N,T,14592,2304,384,14592,2304,44160
1,N,T,14592,2304,384,44160,2304,44160
59,N,T,14592,2688,384,14592,2688,44160
19,N,T,14592,2688,384,44160,2688,44160
48,N,T,14592,3072,384,14592,3072,44160
16,N,T,14592,3072,384,44160,3072,44160
2,N,T,14592,384,384,14592,384,44160
1,N,T,14592,768,384,14592,768,44160
1,N,T,14592,768,384,44160,768,44160
13,N,T,14976,1152,384,14976,1152,44160
5,N,T,14976,1152,384,44160,1152,44160
12,N,T,14976,1153,384,14976,1153,44160
4,N,T,14976,1153,384,44160,1153,44160
9,N,T,14976,1536,384,14976,1536,44160
3,N,T,14976,1536,384,44160,1536,44160
2,N,T,14976,1920,384,14976,1920,44160
60,N,T,14976,2688,384,14976,2688,44160
20,N,T,14976,2688,384,44160,2688,44160
48,N,T,14976,3072,384,14976,3072,44160
16,N,T,14976,3072,384,44160,3072,44160
9,N,T,14976,384,384,14976,384,44160
3,N,T,14976,384,384,44160,384,44160
2,N,T,14976,768,384,14976,768,44160
14,N,T,15360,1152,384,15360,1152,44160
4,N,T,15360,1152,384,44160,1152,44160
12,N,T,15360,1153,384,15360,1153,44160
4,N,T,15360,1153,384,44160,1153,44160
1,N,T,15360,1536,384,15360,1536,44160
1,N,T,15360,1536,384,44160,1536,44160
9,N,T,15360,1920,384,15360,1920,44160
3,N,T,15360,1920,384,44160,1920,44160
2,N,T,15360,2304,384,15360,2304,44160
60,N,T,15360,2688,384,15360,2688,44160
20,N,T,15360,2688,384,44160,2688,44160
48,N,T,15360,3072,384,15360,3072,44160
16,N,T,15360,3072,384,44160,3072,44160
1,N,T,15360,384,384,15360,384,44160
1,N,T,15360,384,384,44160,384,44160
9,N,T,15360,768,384,15360,768,44160
3,N,T,15360,768,384,44160,768,44160
12,N,T,1536,1152,384,1536,1152,44160
4,N,T,1536,1152,384,44160,1152,44160
12,N,T,1536,1153,384,1536,1153,44160
4,N,T,1536,1153,384,44160,1153,44160
18,N,T,1536,384,384,1536,384,44160
6,N,T,1536,384,384,44160,384,44160
4,N,T,1536,768,384,1536,768,44160
21,N,T,15744,1152,384,15744,1152,44160
7,N,T,15744,1152,384,44160,1152,44160
12,N,T,15744,1153,384,15744,1153,44160
4,N,T,15744,1153,384,44160,1153,44160
2,N,T,15744,1536,384,15744,1536,44160
1,N,T,15744,1920,384,15744,1920,44160
1,N,T,15744,1920,384,44160,1920,44160
9,N,T,15744,2304,384,15744,2304,44160
3,N,T,15744,2304,384,44160,2304,44160
62,N,T,15744,2688,384,15744,2688,44160
20,N,T,15744,2688,384,44160,2688,44160
48,N,T,15744,3072,384,15744,3072,44160
16,N,T,15744,3072,384,44160,3072,44160
1,N,T,15744,768,384,15744,768,44160
1,N,T,15744,768,384,44160,768,44160
13,N,T,16128,1152,384,16128,1152,44160
5,N,T,16128,1152,384,44160,1152,44160
12,N,T,16128,1153,384,16128,1153,44160
4,N,T,16128,1153,384,44160,1153,44160
9,N,T,16128,1536,384,16128,1536,44160
3,N,T,16128,1536,384,44160,1536,44160
2,N,T,16128,1920,384,16128,1920,44160
1,N,T,16128,2304,384,16128,2304,44160
1,N,T,16128,2304,384,44160,2304,44160
69,N,T,16128,2688,384,16128,2688,44160
23,N,T,16128,2688,384,44160,2688,44160
50,N,T,16128,3072,384,16128,3072,44160
16,N,T,16128,3072,384,44160,3072,44160
12,N,T,16512,1152,384,16512,1152,44160
4,N,T,16512,1152,384,44160,1152,44160
12,N,T,16512,1153,384,16512,1153,44160
4,N,T,16512,1153,384,44160,1153,44160
1,N,T,16512,1536,384,16512,1536,44160
1,N,T,16512,1536,384,44160,1536,44160
9,N,T,16512,1920,384,16512,1920,44160
3,N,T,16512,1920,384,44160,1920,44160
2,N,T,16512,2304,384,16512,2304,44160
61,N,T,16512,2688,384,16512,2688,44160
21,N,T,16512,2688,384,44160,2688,44160
59,N,T,16512,3072,384,16512,3072,44160
19,N,T,16512,3072,384,44160,3072,44160
2,N,T,16512,384,384,16512,384,44160
12,N,T,16896,1152,384,16896,1152,44160
4,N,T,16896,1152,384,44160,1152,44160
12,N,T,16896,1153,384,16896,1153,44160
4,N,T,16896,1153,384,44160,1153,44160
1,N,T,16896,1920,384,16896,1920,44160
1,N,T,16896,1920,384,44160,1920,44160
9,N,T,16896,2304,384,16896,2304,44160
3,N,T,16896,2304,384,44160,2304,44160
62,N,T,16896,2688,384,16896,2688,44160
20,N,T,16896,2688,384,44160,2688,44160
60,N,T,16896,3072,384,16896,3072,44160
20,N,T,16896,3072,384,44160,3072,44160
9,N,T,16896,384,384,16896,384,44160
3,N,T,16896,384,384,44160,384,44160
2,N,T,16896,768,384,16896,768,44160
14,N,T,17280,1152,384,17280,1152,44160
4,N,T,17280,1152,384,44160,1152,44160
12,N,T,17280,1153,384,17280,1153,44160
4,N,T,17280,1153,384,44160,1153,44160
1,N,T,17280,2304,384,17280,2304,44160
1,N,T,17280,2304,384,44160,2304,44160
71,N,T,17280,2688,384,17280,2688,44160
23,N,T,17280,2688,384,44160,2688,44160
60,N,T,17280,3072,384,17280,3072,44160
20,N,T,17280,3072,384,44160,3072,44160
3,N,T,17280,384,384,17280,384,44160
1,N,T,17280,384,384,44160,384,44160
9,N,T,17280,768,384,17280,768,44160
3,N,T,17280,768,384,44160,768,44160
21,N,T,17664,1152,384,17664,1152,44160
7,N,T,17664,1152,384,44160,1152,44160
12,N,T,17664,1153,384,17664,1153,44160
4,N,T,17664,1153,384,44160,1153,44160
2,N,T,17664,1536,384,17664,1536,44160
72,N,T,17664,2688,384,17664,2688,44160
24,N,T,17664,2688,384,44160,2688,44160
60,N,T,17664,3072,384,17664,3072,44160
20,N,T,17664,3072,384,44160,3072,44160
9,N,T,17664,384,384,17664,384,44160
3,N,T,17664,384,384,44160,384,44160
3,N,T,17664,768,384,17664,768,44160
1,N,T,17664,768,384,44160,768,44160
15,N,T,18048,1152,384,18048,1152,44160
5,N,T,18048,1152,384,44160,1152,44160
12,N,T,18048,1153,384,18048,1153,44160
4,N,T,18048,1153,384,44160,1153,44160
9,N,T,18048,1536,384,18048,1536,44160
3,N,T,18048,1536,384,44160,1536,44160
2,N,T,18048,1920,384,18048,1920,44160
72,N,T,18048,2688,384,18048,2688,44160
24,N,T,18048,2688,384,44160,2688,44160
60,N,T,18048,3072,384,18048,3072,44160
20,N,T,18048,3072,384,44160,3072,44160
1,N,T,18048,384,384,18048,384,44160
1,N,T,18048,384,384,44160,384,44160
9,N,T,18048,768,384,18048,768,44160
3,N,T,18048,768,384,44160,768,44160
21,N,T,18432,1152,384,18432,1152,44160
7,N,T,18432,1152,384,44160,1152,44160
12,N,T,18432,1153,384,18432,1153,44160
4,N,T,18432,1153,384,44160,1153,44160
3,N,T,18432,1536,384,18432,1536,44160
1,N,T,18432,1536,384,44160,1536,44160
9,N,T,18432,1920,384,18432,1920,44160
3,N,T,18432,1920,384,44160,1920,44160
2,N,T,18432,2304,384,18432,2304,44160
72,N,T,18432,2688,384,18432,2688,44160
24,N,T,18432,2688,384,44160,2688,44160
60,N,T,18432,3072,384,18432,3072,44160
20,N,T,18432,3072,384,44160,3072,44160
1,N,T,18432,768,384,18432,768,44160
1,N,T,18432,768,384,44160,768,44160
13,N,T,18816,1152,384,18816,1152,44160
5,N,T,18816,1152,384,44160,1152,44160
12,N,T,18816,1153,384,18816,1153,44160
4,N,T,18816,1153,384,44160,1153,44160
9,N,T,18816,1536,384,18816,1536,44160
3,N,T,18816,1536,384,44160,1536,44160
3,N,T,18816,1920,384,18816,1920,44160
1,N,T,18816,1920,384,44160,1920,44160
9,N,T,18816,2304,384,18816,2304,44160
3,N,T,18816,2304,384,44160,2304,44160
74,N,T,18816,2688,384,18816,2688,44160
24,N,T,18816,2688,384,44160,2688,44160
60,N,T,18816,3072,384,18816,3072,44160
20,N,T,18816,3072,384,44160,3072,44160
12,N,T,19200,1152,384,19200,1152,44160
4,N,T,19200,1152,384,44160,1152,44160
12,N,T,19200,1153,384,19200,1153,44160
4,N,T,19200,1153,384,44160,1153,44160
1,N,T,19200,1536,384,19200,1536,44160
1,N,T,19200,1536,384,44160,1536,44160
9,N,T,19200,1920,384,19200,1920,44160
3,N,T,19200,1920,384,44160,1920,44160
3,N,T,19200,2304,384,19200,2304,44160
1,N,T,19200,2304,384,44160,2304,44160
81,N,T,19200,2688,384,19200,2688,44160
27,N,T,19200,2688,384,44160,2688,44160
62,N,T,19200,3072,384,19200,3072,44160
20,N,T,19200,3072,384,44160,3072,44160
16,N,T,1920,1152,384,1920,1152,44160
4,N,T,1920,1152,384,44160,1152,44160
12,N,T,1920,1153,384,1920,1153,44160
4,N,T,1920,1153,384,44160,1153,44160
2,N,T,1920,384,384,1920,384,44160
2,N,T,1920,384,384,44160,384,44160
18,N,T,1920,768,384,1920,768,44160
6,N,T,1920,768,384,44160,768,44160
12,N,T,19584,1152,384,19584,1152,44160
4,N,T,19584,1152,384,44160,1152,44160
12,N,T,19584,1153,384,19584,1153,44160
4,N,T,19584,1153,384,44160,1153,44160
1,N,T,19584,1920,384,19584,1920,44160
1,N,T,19584,1920,384,44160,1920,44160
9,N,T,19584,2304,384,19584,2304,44160
3,N,T,19584,2304,384,44160,2304,44160
75,N,T,19584,2688,384,19584,2688,44160
25,N,T,19584,2688,384,44160,2688,44160
71,N,T,19584,3072,384,19584,3072,44160
23,N,T,19584,3072,384,44160,3072,44160
2,N,T,19584,384,384,19584,384,44160
12,N,T,19968,1152,384,19968,1152,44160
4,N,T,19968,1152,384,44160,1152,44160
12,N,T,19968,1153,384,19968,1153,44160
4,N,T,19968,1153,384,44160,1153,44160
1,N,T,19968,2304,384,19968,2304,44160
1,N,T,19968,2304,384,44160,2304,44160
83,N,T,19968,2688,384,19968,2688,44160
27,N,T,19968,2688,384,44160,2688,44160
72,N,T,19968,3072,384,19968,3072,44160
24,N,T,19968,3072,384,44160,3072,44160
11,N,T,19968,384,384,19968,384,44160
3,N,T,19968,384,384,44160,384,44160
2,N,T,19968,768,384,19968,768,44160
14,N,T,20352,1152,384,20352,1152,44160
4,N,T,20352,1152,384,44160,1152,44160
12,N,T,20352,1153,384,20352,1153,44160
4,N,T,20352,1153,384,44160,1153,44160
84,N,T,20352,2688,384,20352,2688,44160
28,N,T,20352,2688,384,44160,2688,44160
72,N,T,20352,3072,384,20352,3072,44160
24,N,T,20352,3072,384,44160,3072,44160
10,N,T,20352,384,384,20352,384,44160
4,N,T,20352,384,384,44160,384,44160
11,N,T,20352,768,384,20352,768,44160
3,N,T,20352,768,384,44160,768,44160
23,N,T,20736,1152,384,20736,1152,44160
7,N,T,20736,1152,384,44160,1152,44160
12,N,T,20736,1153,384,20736,1153,44160
4,N,T,20736,1153,384,44160,1153,44160
2,N,T,20736,1536,384,20736,1536,44160
84,N,T,20736,2688,384,20736,2688,44160
28,N,T,20736,2688,384,44160,2688,44160
72,N,T,20736,3072,384,20736,3072,44160
24,N,T,20736,3072,384,44160,3072,44160
1,N,T,20736,384,384,20736,384,44160
1,N,T,20736,384,384,44160,384,44160
10,N,T,20736,768,384,20736,768,44160
4,N,T,20736,768,384,44160,768,44160
22,N,T,21120,1152,384,21120,1152,44160
8,N,T,21120,1152,384,44160,1152,44160
12,N,T,21120,1153,384,21120,1153,44160
4,N,T,21120,1153,384,44160,1153,44160
11,N,T,21120,1536,384,21120,1536,44160
3,N,T,21120,1536,384,44160,1536,44160
2,N,T,21120,1920,384,21120,1920,44160
84,N,T,21120,2688,384,21120,2688,44160
28,N,T,21120,2688,384,44160,2688,44160
72,N,T,21120,3072,384,21120,3072,44160
24,N,T,21120,3072,384,44160,3072,44160
1,N,T,21120,768,384,21120,768,44160
1,N,T,21120,768,384,44160,768,44160
13,N,T,21504,1152,384,21504,1152,44160
5,N,T,21504,1152,384,44160,1152,44160
12,N,T,21504,1153,384,21504,1153,44160
4,N,T,21504,1153,384,44160,1153,44160
10,N,T,21504,1536,384,21504,1536,44160
4,N,T,21504,1536,384,44160,1536,44160
11,N,T,21504,1920,384,21504,1920,44160
3,N,T,21504,1920,384,44160,1920,44160
2,N,T,21504,2304,384,21504,2304,44160
84,N,T,21504,2688,384,21504,2688,44160
28,N,T,21504,2688,384,44160,2688,44160
72,N,T,21504,3072,384,21504,3072,44160
24,N,T,21504,3072,384,44160,3072,44160
12,N,T,21888,1152,384,21888,1152,44160
4,N,T,21888,1152,384,44160,1152,44160
12,N,T,21888,1153,384,21888,1153,44160
4,N,T,21888,1153,384,44160,1153,44160
1,N,T,21888,1536,384,21888,1536,44160
1,N,T,21888,1536,384,44160,1536,44160
10,N,T,21888,1920,384,21888,1920,44160
4,N,T,21888,1920,384,44160,1920,44160
11,N,T,21888,2304,384,21888,2304,44160
3,N,T,21888,2304,384,44160,2304,44160
86,N,T,21888,2688,384,21888,2688,44160
28,N,T,21888,2688,384,44160,2688,44160
72,N,T,21888,3072,384,21888,3072,44160
24,N,T,21888,3072,384,44160,3072,44160
12,N,T,22272,1152,384,22272,1152,44160
4,N,T,22272,1152,384,44160,1152,44160
12,N,T,22272,1153,384,22272,1153,44160
4,N,T,22272,1153,384,44160,1153,44160
1,N,T,22272,1920,384,22272,1920,44160
1,N,T,22272,1920,384,44160,1920,44160
10,N,T,22272,2304,384,22272,2304,44160
4,N,T,22272,2304,384,44160,2304,44160
95,N,T,22272,2688,384,22272,2688,44160
31,N,T,22272,2688,384,44160,2688,44160
74,N,T,22272,3072,384,22272,3072,44160
24,N,T,22272,3072,384,44160,3072,44160
12,N,T,22656,1152,384,22656,1152,44160
4,N,T,22656,1152,384,44160,1152,44160
12,N,T,22656,1153,384,22656,1153,44160
4,N,T,22656,1153,384,44160,1153,44160
1,N,T,22656,2304,384,22656,2304,44160
1,N,T,22656,2304,384,44160,2304,44160
96,N,T,22656,2688,384,22656,2688,44160
32,N,T,22656,2688,384,44160,2688,44160
83,N,T,22656,3072,384,22656,3072,44160
27,N,T,22656,3072,384,44160,3072,44160
4,N,T,22656,384,384,22656,384,44160
12,N,T,23040,1152,384,23040,1152,44160
4,N,T,23040,1152,384,44160,1152,44160
12,N,T,23040,1153,384,23040,1153,44160
4,N,T,23040,1153,384,44160,1153,44160
96,N,T,23040,2688,384,23040,2688,44160
32,N,T,23040,2688,384,44160,2688,44160
84,N,T,23040,3072,384,23040,3072,44160
28,N,T,23040,3072,384,44160,3072,44160
18,N,T,23040,384,384,23040,384,44160
6,N,T,23040,384,384,44160,384,44160
4,N,T,23040,768,384,23040,768,44160
30,N,T,2304,1152,384,2304,1152,44160
10,N,T,2304,1152,384,44160,1152,44160
12,N,T,2304,1153,384,2304,1153,44160
4,N,T,2304,1153,384,44160,1153,44160
4,N,T,2304,1536,384,2304,1536,44160
2,N,T,2304,768,384,2304,768,44160
2,N,T,2304,768,384,44160,768,44160
16,N,T,23424,1152,384,23424,1152,44160
4,N,T,23424,1152,384,44160,1152,44160
12,N,T,23424,1153,384,23424,1153,44160
4,N,T,23424,1153,384,44160,1153,44160
96,N,T,23424,2688,384,23424,2688,44160
32,N,T,23424,2688,384,44160,2688,44160
84,N,T,23424,3072,384,23424,3072,44160
28,N,T,23424,3072,384,44160,3072,44160
2,N,T,23424,384,384,23424,384,44160
2,N,T,23424,384,384,44160,384,44160
18,N,T,23424,768,384,23424,768,44160
6,N,T,23424,768,384,44160,768,44160
30,N,T,23808,1152,384,23808,1152,44160
10,N,T,23808,1152,384,44160,1152,44160
12,N,T,23808,1153,384,23808,1153,44160
4,N,T,23808,1153,384,44160,1153,44160
4,N,T,23808,1536,384,23808,1536,44160
96,N,T,23808,2688,384,23808,2688,44160
32,N,T,23808,2688,384,44160,2688,44160
84,N,T,23808,3072,384,23808,3072,44160
28,N,T,23808,3072,384,44160,3072,44160
2,N,T,23808,768,384,23808,768,44160
2,N,T,23808,768,384,44160,768,44160
14,N,T,24192,1152,384,24192,1152,44160
6,N,T,24192,1152,384,44160,1152,44160
12,N,T,24192,1153,384,24192,1153,44160
4,N,T,24192,1153,384,44160,1153,44160
18,N,T,24192,1536,384,24192,1536,44160
6,N,T,24192,1536,384,44160,1536,44160
4,N,T,24192,1920,384,24192,1920,44160
96,N,T,24192,2688,384,24192,2688,44160
32,N,T,24192,2688,384,44160,2688,44160
84,N,T,24192,3072,384,24192,3072,44160
28,N,T,24192,3072,384,44160,3072,44160
12,N,T,24576,1152,384,24576,1152,44160
4,N,T,24576,1152,384,44160,1152,44160
12,N,T,24576,1153,384,24576,1153,44160
4,N,T,24576,1153,384,44160,1153,44160
2,N,T,24576,1536,384,24576,1536,44160
2,N,T,24576,1536,384,44160,1536,44160
18,N,T,24576,1920,384,24576,1920,44160
6,N,T,24576,1920,384,44160,1920,44160
4,N,T,24576,2304,384,24576,2304,44160
96,N,T,24576,2688,384,24576,2688,44160
32,N,T,24576,2688,384,44160,2688,44160
84,N,T,24576,3072,384,24576,3072,44160
28,N,T,24576,3072,384,44160,3072,44160
12,N,T,24960,1152,384,24960,1152,44160
4,N,T,24960,1152,384,44160,1152,44160
12,N,T,24960,1153,384,24960,1153,44160
4,N,T,24960,1153,384,44160,1153,44160
2,N,T,24960,1920,384,24960,1920,44160
2,N,T,24960,1920,384,44160,1920,44160
18,N,T,24960,2304,384,24960,2304,44160
6,N,T,24960,2304,384,44160,2304,44160
100,N,T,24960,2688,384,24960,2688,44160
32,N,T,24960,2688,384,44160,2688,44160
84,N,T,24960,3072,384,24960,3072,44160
28,N,T,24960,3072,384,44160,3072,44160
12,N,T,25344,1152,384,25344,1152,44160
4,N,T,25344,1152,384,44160,1152,44160
12,N,T,25344,1153,384,25344,1153,44160
4,N,T,25344,1153,384,44160,1153,44160
2,N,T,25344,2304,384,25344,2304,44160
2,N,T,25344,2304,384,44160,2304,44160
116,N,T,25344,2688,384,25344,2688,44160
38,N,T,25344,2688,384,44160,2688,44160
86,N,T,25344,3072,384,25344,3072,44160
28,N,T,25344,3072,384,44160,3072,44160
2,N,T,25344,384,384,25344,384,44160
12,N,T,25728,1152,384,25728,1152,44160
4,N,T,25728,1152,384,44160,1152,44160
12,N,T,25728,1153,384,25728,1153,44160
4,N,T,25728,1153,384,44160,1153,44160
109,N,T,25728,2688,384,25728,2688,44160
37,N,T,25728,2688,384,44160,2688,44160
95,N,T,25728,3072,384,25728,3072,44160
31,N,T,25728,3072,384,44160,3072,44160
11,N,T,25728,384,384,25728,384,44160
3,N,T,25728,384,384,44160,384,44160
2,N,T,25728,768,384,25728,768,44160
14,N,T,26112,1152,384,26112,1152,44160
4,N,T,26112,1152,384,44160,1152,44160
12,N,T,26112,1153,384,26112,1153,44160
4,N,T,26112,1153,384,44160,1153,44160
108,N,T,26112,2688,384,26112,2688,44160
36,N,T,26112,2688,384,44160,2688,44160
96,N,T,26112,3072,384,26112,3072,44160
32,N,T,26112,3072,384,44160,3072,44160
10,N,T,26112,384,384,26112,384,44160
4,N,T,26112,384,384,44160,384,44160
11,N,T,26112,768,384,26112,768,44160
3,N,T,26112,768,384,44160,768,44160
23,N,T,26496,1152,384,26496,1152,44160
7,N,T,26496,1152,384,44160,1152,44160
12,N,T,26496,1153,384,26496,1153,44160
4,N,T,26496,1153,384,44160,1153,44160
2,N,T,26496,1536,384,26496,1536,44160
108,N,T,26496,2688,384,26496,2688,44160
36,N,T,26496,2688,384,44160,2688,44160
96,N,T,26496,3072,384,26496,3072,44160
32,N,T,26496,3072,384,44160,3072,44160
1,N,T,26496,384,384,26496,384,44160
1,N,T,26496,384,384,44160,384,44160
10,N,T,26496,768,384,26496,768,44160
4,N,T,26496,768,384,44160,768,44160
22,N,T,26880,1152,384,26880,1152,44160
8,N,T,26880,1152,384,44160,1152,44160
12,N,T,26880,1153,384,26880,1153,44160
4,N,T,26880,1153,384,44160,1153,44160
11,N,T,26880,1536,384,26880,1536,44160
3,N,T,26880,1536,384,44160,1536,44160
2,N,T,26880,1920,384,26880,1920,44160
