counts,transA,transB,M,N,K,lda,ldb,ldc
2,N,T,12288,3072,256,12288,3072,44800
2,N,T,12288,3072,256,44800,3072,44800
1,N,T,12288,8961,256,12288,8961,44800
1,N,T,12288,9216,256,12288,9216,44800
2,N,T,12288,9216,256,44800,9216,44800
1,N,T,12544,1,256,12544,1,44800
1,N,T,12544,256,256,12544,256,44800
1,N,T,12544,256,256,44800,256,44800
1,N,T,12544,257,256,44800,257,44800
2,N,T,12544,3072,256,12544,3072,44800
2,N,T,12544,3072,256,44800,3072,44800
2,N,T,12544,9216,256,12544,9216,44800
2,N,T,12544,9216,256,44800,9216,44800
1,N,T,12800,257,256,12800,257,44800
2,N,T,12800,3072,256,12800,3072,44800
2,N,T,12800,3072,256,44800,3072,44800
1,N,T,12800,512,256,12800,512,44800
1,N,T,12800,512,256,44800,512,44800
1,N,T,12800,513,256,44800,513,44800
2,N,T,12800,9216,256,12800,9216,44800
2,N,T,12800,9216,256,44800,9216,44800
1,N,T,1280,1025,256,1280,1025,44800
1,N,T,1280,1280,256,1280,1280,44800
1,N,T,1280,1280,256,44800,1280,44800
1,N,T,1280,1281,256,44800,1281,44800
2,N,T,13056,3072,256,13056,3072,44800
2,N,T,13056,3072,256,44800,3072,44800
1,N,T,13056,513,256,13056,513,44800
1,N,T,13056,768,256,13056,768,44800
1,N,T,13056,768,256,44800,768,44800
1,N,T,13056,769,256,44800,769,44800
2,N,T,13056,9216,256,13056,9216,44800
2,N,T,13056,9216,256,44800,9216,44800
1,N,T,13312,1024,256,13312,1024,44800
1,N,T,13312,1024,256,44800,1024,44800
1,N,T,13312,1025,256,44800,1025,44800
2,N,T,13312,3072,256,13312,3072,44800
2,N,T,13312,3072,256,44800,3072,44800
1,N,T,13312,769,256,13312,769,44800
2,N,T,13312,9216,256,13312,9216,44800
2,N,T,13312,9216,256,44800,9216,44800
1,N,T,13568,1025,256,13568,1025,44800
1,N,T,13568,1280,256,13568,1280,44800
1,N,T,13568,1280,256,44800,1280,44800
1,N,T,13568,1281,256,44800,1281,44800
2,N,T,13568,3072,256,13568,3072,44800
2,N,T,13568,3072,256,44800,3072,44800
2,N,T,13568,9216,256,13568,9216,44800
2,N,T,13568,9216,256,44800,9216,44800
1,N,T,13824,1281,256,13824,1281,44800
1,N,T,13824,1536,256,13824,1536,44800
1,N,T,13824,1536,256,44800,1536,44800
1,N,T,13824,1537,256,44800,1537,44800
2,N,T,13824,3072,256,13824,3072,44800
2,N,T,13824,3072,256,44800,3072,44800
2,N,T,13824,9216,256,13824,9216,44800
2,N,T,13824,9216,256,44800,9216,44800
1,N,T,14080,1537,256,14080,1537,44800
1,N,T,14080,1792,256,14080,1792,44800
1,N,T,14080,1792,256,44800,1792,44800
1,N,T,14080,1793,256,44800,1793,44800
2,N,T,14080,3072,256,14080,3072,44800
2,N,T,14080,3072,256,44800,3072,44800
2,N,T,14080,9216,256,14080,9216,44800
2,N,T,14080,9216,256,44800,9216,44800
1,N,T,14336,1793,256,14336,1793,44800
1,N,T,14336,2048,256,14336,2048,44800
1,N,T,14336,2048,256,44800,2048,44800
1,N,T,14336,2049,256,44800,2049,44800
2,N,T,14336,3072,256,14336,3072,44800
2,N,T,14336,3072,256,44800,3072,44800
2,N,T,14336,9216,256,14336,9216,44800
2,N,T,14336,9216,256,44800,9216,44800
1,N,T,14592,2049,256,14592,2049,44800
1,N,T,14592,2304,256,14592,2304,44800
1,N,T,14592,2304,256,44800,2304,44800
1,N,T,14592,2305,256,44800,2305,44800
2,N,T,14592,3072,256,14592,3072,44800
2,N,T,14592,3072,256,44800,3072,44800
2,N,T,14592,9216,256,14592,9216,44800
2,N,T,14592,9216,256,44800,9216,44800
1,N,T,14848,2305,256,14848,2305,44800
1,N,T,14848,2560,256,14848,2560,44800
1,N,T,14848,2560,256,44800,2560,44800
1,N,T,14848,2561,256,44800,2561,44800
2,N,T,14848,3072,256,14848,3072,44800
2,N,T,14848,3072,256,44800,3072,44800
2,N,T,14848,9216,256,14848,9216,44800
2,N,T,14848,9216,256,44800,9216,44800
1,N,T,15104,2561,256,15104,2561,44800
1,N,T,15104,2816,256,15104,2816,44800
1,N,T,15104,2816,256,44800,2816,44800
1,N,T,15104,2817,256,44800,2817,44800
2,N,T,15104,3072,256,15104,3072,44800
2,N,T,15104,3072,256,44800,3072,44800
2,N,T,15104,9216,256,15104,9216,44800
2,N,T,15104,9216,256,44800,9216,44800
1,N,T,15360,2817,256,15360,2817,44800
3,N,T,15360,3072,256,15360,3072,44800
3,N,T,15360,3072,256,44800,3072,44800
1,N,T,15360,3073,256,44800,3073,44800
2,N,T,15360,9216,256,15360,9216,44800
2,N,T,15360,9216,256,44800,9216,44800
1,N,T,1536,1281,256,1536,1281,44800
1,N,T,1536,1536,256,1536,1536,44800
1,N,T,1536,1536,256,44800,1536,44800
1,N,T,1536,1537,256,44800,1537,44800
2,N,T,15616,3072,256,15616,3072,44800
2,N,T,15616,3072,256,44800,3072,44800
1,N,T,15616,3073,256,15616,3073,44800
1,N,T,15616,3328,256,15616,3328,44800
1,N,T,15616,3328,256,44800,3328,44800
1,N,T,15616,3329,256,44800,3329,44800
2,N,T,15616,9216,256,15616,9216,44800
2,N,T,15616,9216,256,44800,9216,44800
2,N,T,15872,3072,256,15872,3072,44800
2,N,T,15872,3072,256,44800,3072,44800
1,N,T,15872,3329,256,15872,3329,44800
1,N,T,15872,3584,256,15872,3584,44800
1,N,T,15872,3584,256,44800,3584,44800
1,N,T,15872,3585,256,44800,3585,44800
2,N,T,15872,9216,256,15872,9216,44800
2,N,T,15872,9216,256,44800,9216,44800
2,N,T,16128,3072,256,16128,3072,44800
2,N,T,16128,3072,256,44800,3072,44800
1,N,T,16128,3585,256,16128,3585,44800
1,N,T,16128,3840,256,16128,3840,44800
1,N,T,16128,3840,256,44800,3840,44800
1,N,T,16128,3841,256,44800,3841,44800
2,N,T,16128,9216,256,16128,9216,44800
2,N,T,16128,9216,256,44800,9216,44800
2,N,T,16384,3072,256,16384,3072,44800
2,N,T,16384,3072,256,44800,3072,44800
1,N,T,16384,3841,256,16384,3841,44800
1,N,T,16384,4096,256,16384,4096,44800
1,N,T,16384,4096,256,44800,4096,44800
1,N,T,16384,4097,256,44800,4097,44800
2,N,T,16384,9216,256,16384,9216,44800
2,N,T,16384,9216,256,44800,9216,44800
2,N,T,16640,3072,256,16640,3072,44800
2,N,T,16640,3072,256,44800,3072,44800
1,N,T,16640,4097,256,16640,4097,44800
1,N,T,16640,4352,256,16640,4352,44800
1,N,T,16640,4352,256,44800,4352,44800
1,N,T,16640,4353,256,44800,4353,44800
2,N,T,16640,9216,256,16640,9216,44800
2,N,T,16640,9216,256,44800,9216,44800
2,N,T,16896,3072,256,16896,3072,44800
2,N,T,16896,3072,256,44800,3072,44800
1,N,T,16896,4353,256,16896,4353,44800
1,N,T,16896,4608,256,16896,4608,44800
1,N,T,16896,4608,256,44800,4608,44800
1,N,T,16896,4609,256,44800,4609,44800
2,N,T,16896,9216,256,16896,9216,44800
2,N,T,16896,9216,256,44800,9216,44800
2,N,T,17152,3072,256,17152,3072,44800
2,N,T,17152,3072,256,44800,3072,44800
1,N,T,17152,4609,256,17152,4609,44800
1,N,T,17152,4864,256,17152,4864,44800
1,N,T,17152,4864,256,44800,4864,44800
1,N,T,17152,4865,256,44800,4865,44800
2,N,T,17152,9216,256,17152,9216,44800
2,N,T,17152,9216,256,44800,9216,44800
2,N,T,17408,3072,256,17408,3072,44800
2,N,T,17408,3072,256,44800,3072,44800
1,N,T,17408,4865,256,17408,4865,44800
1,N,T,17408,5120,256,17408,5120,44800
1,N,T,17408,5120,256,44800,5120,44800
1,N,T,17408,5121,256,44800,5121,44800
2,N,T,17408,9216,256,17408,9216,44800
2,N,T,17408,9216,256,44800,9216,44800
2,N,T,17664,3072,256,17664,3072,44800
2,N,T,17664,3072,256,44800,3072,44800
1,N,T,17664,5121,256,17664,5121,44800
1,N,T,17664,5376,256,17664,5376,44800
1,N,T,17664,5376,256,44800,5376,44800
1,N,T,17664,5377,256,44800,5377,44800
2,N,T,17664,9216,256,17664,9216,44800
2,N,T,17664,9216,256,44800,9216,44800
2,N,T,17920,3072,256,17920,3072,44800
2,N,T,17920,3072,256,44800,3072,44800
1,N,T,17920,5377,256,17920,5377,44800
1,N,T,17920,5632,256,17920,5632,44800
1,N,T,17920,5632,256,44800,5632,44800
1,N,T,17920,5633,256,44800,5633,44800
2,N,T,17920,9216,256,17920,9216,44800
2,N,T,17920,9216,256,44800,9216,44800
1,N,T,1792,1537,256,1792,1537,44800
1,N,T,1792,1792,256,1792,1792,44800
1,N,T,1792,1792,256,44800,1792,44800
1,N,T,1792,1793,256,44800,1793,44800
2,N,T,18176,3072,256,18176,3072,44800
2,N,T,18176,3072,256,44800,3072,44800
1,N,T,18176,5633,256,18176,5633,44800
1,N,T,18176,5888,256,18176,5888,44800
1,N,T,18176,5888,256,44800,5888,44800
1,N,T,18176,5889,256,44800,5889,44800
2,N,T,18176,9216,256,18176,9216,44800
2,N,T,18176,9216,256,44800,9216,44800
2,N,T,18432,3072,256,18432,3072,44800
2,N,T,18432,3072,256,44800,3072,44800
1,N,T,18432,5889,256,18432,5889,44800
1,N,T,18432,6144,256,18432,6144,44800
1,N,T,18432,6144,256,44800,6144,44800
1,N,T,18432,6145,256,44800,6145,44800
2,N,T,18432,9216,256,18432,9216,44800
2,N,T,18432,9216,256,44800,9216,44800
2,N,T,18688,3072,256,18688,3072,44800
2,N,T,18688,3072,256,44800,3072,44800
1,N,T,18688,6145,256,18688,6145,44800
1,N,T,18688,6400,256,18688,6400,44800
1,N,T,18688,6400,256,44800,6400,44800
1,N,T,18688,6401,256,44800,6401,44800
2,N,T,18688,9216,256,18688,9216,44800
2,N,T,18688,9216,256,44800,9216,44800
2,N,T,18944,3072,256,18944,3072,44800
2,N,T,18944,3072,256,44800,3072,44800
1,N,T,18944,6401,256,18944,6401,44800
1,N,T,18944,6656,256,18944,6656,44800
1,N,T,18944,6656,256,44800,6656,44800
1,N,T,18944,6657,256,44800,6657,44800
2,N,T,18944,9216,256,18944,9216,44800
2,N,T,18944,9216,256,44800,9216,44800
2,N,T,19200,3072,256,19200,3072,44800
2,N,T,19200,3072,256,44800,3072,44800
1,N,T,19200,6657,256,19200,6657,44800
1,N,T,19200,6912,256,19200,6912,44800
1,N,T,19200,6912,256,44800,6912,44800
1,N,T,19200,6913,256,44800,6913,44800
2,N,T,19200,9216,256,19200,9216,44800
2,N,T,19200,9216,256,44800,9216,44800
2,N,T,19456,3072,256,19456,3072,44800
2,N,T,19456,3072,256,44800,3072,44800
1,N,T,19456,6913,256,19456,6913,44800
1,N,T,19456,7168,256,19456,7168,44800
1,N,T,19456,7168,256,44800,7168,44800
1,N,T,19456,7169,256,44800,7169,44800
2,N,T,19456,9216,256,19456,9216,44800
2,N,T,19456,9216,256,44800,9216,44800
2,N,T,19712,3072,256,19712,3072,44800
2,N,T,19712,3072,256,44800,3072,44800
1,N,T,19712,7169,256,19712,7169,44800
1,N,T,19712,7424,256,19712,7424,44800
1,N,T,19712,7424,256,44800,7424,44800
1,N,T,19712,7425,256,44800,7425,44800
2,N,T,19712,9216,256,19712,9216,44800
2,N,T,19712,9216,256,44800,9216,44800
2,N,T,19968,3072,256,19968,3072,44800
2,N,T,19968,3072,256,44800,3072,44800
1,N,T,19968,7425,256,19968,7425,44800
1,N,T,19968,7680,256,19968,7680,44800
1,N,T,19968,7680,256,44800,7680,44800
1,N,T,19968,7681,256,44800,7681,44800
2,N,T,19968,9216,256,19968,9216,44800
2,N,T,19968,9216,256,44800,9216,44800
2,N,T,20224,3072,256,20224,3072,44800
2,N,T,20224,3072,256,44800,3072,44800
1,N,T,20224,7681,256,20224,7681,44800
1,N,T,20224,7936,256,20224,7936,44800
1,N,T,20224,7936,256,44800,7936,44800
1,N,T,20224,7937,256,44800,7937,44800
2,N,T,20224,9216,256,20224,9216,44800
2,N,T,20224,9216,256,44800,9216,44800
2,N,T,20480,3072,256,20480,3072,44800
2,N,T,20480,3072,256,44800,3072,44800
1,N,T,20480,7937,256,20480,7937,44800
1,N,T,20480,8192,256,20480,8192,44800
1,N,T,20480,8192,256,44800,8192,44800
1,N,T,20480,8193,256,44800,8193,44800
2,N,T,20480,9216,256,20480,9216,44800
2,N,T,20480,9216,256,44800,9216,44800
1,N,T,2048,1793,256,2048,1793,44800
1,N,T,2048,2048,256,2048,2048,44800
1,N,T,2048,2048,256,44800,2048,44800
1,N,T,2048,2049,256,44800,2049,44800
2,N,T,20736,3072,256,20736,3072,44800
2,N,T,20736,3072,256,44800,3072,44800
1,N,T,20736,8193,256,20736,8193,44800
1,N,T,20736,8448,256,20736,8448,44800
1,N,T,20736,8448,256,44800,8448,44800
1,N,T,20736,8449,256,44800,8449,44800
2,N,T,20736,9216,256,20736,9216,44800
2,N,T,20736,9216,256,44800,9216,44800
2,N,T,20992,3072,256,20992,3072,44800
2,N,T,20992,3072,256,44800,3072,44800
1,N,T,20992,8449,256,20992,8449,44800
1,N,T,20992,8704,256,20992,8704,44800
1,N,T,20992,8704,256,44800,8704,44800
1,N,T,20992,8705,256,44800,8705,44800
2,N,T,20992,9216,256,20992,9216,44800
2,N,T,20992,9216,256,44800,9216,44800
2,N,T,21248,3072,256,21248,3072,44800
2,N,T,21248,3072,256,44800,3072,44800
1,N,T,21248,8705,256,21248,8705,44800
1,N,T,21248,8960,256,21248,8960,44800
1,N,T,21248,8960,256,44800,8960,44800
1,N,T,21248,8961,256,44800,8961,44800
2,N,T,21248,9216,256,21248,9216,44800
2,N,T,21248,9216,256,44800,9216,44800
2,N,T,21504,3072,256,21504,3072,44800
2,N,T,21504,3072,256,44800,3072,44800
1,N,T,21504,8961,256,21504,8961,44800
3,N,T,21504,9216,256,21504,9216,44800
3,N,T,21504,9216,256,44800,9216,44800
1,N,T,21504,9217,256,44800,9217,44800
2,N,T,21760,3072,256,21760,3072,44800
2,N,T,21760,3072,256,44800,3072,44800
2,N,T,21760,9216,256,21760,9216,44800
2,N,T,21760,9216,256,44800,9216,44800
1,N,T,21760,9217,256,21760,9217,44800
1,N,T,21760,9472,256,21760,9472,44800
1,N,T,21760,9472,256,44800,9472,44800
1,N,T,21760,9473,256,44800,9473,44800
2,N,T,22016,3072,256,22016,3072,44800
2,N,T,22016,3072,256,44800,3072,44800
2,N,T,22016,9216,256,22016,9216,44800
2,N,T,22016,9216,256,44800,9216,44800
1,N,T,22016,9473,256,22016,9473,44800
1,N,T,22016,9728,256,22016,9728,44800
1,N,T,22016,9728,256,44800,9728,44800
1,N,T,22016,9729,256,44800,9729,44800
2,N,T,22272,3072,256,22272,3072,44800
2,N,T,22272,3072,256,44800,3072,44800
2,N,T,22272,9216,256,22272,9216,44800
2,N,T,22272,9216,256,44800,9216,44800
1,N,T,22272,9729,256,22272,9729,44800
1,N,T,22272,9984,256,22272,9984,44800
1,N,T,22272,9984,256,44800,9984,44800
1,N,T,22272,9985,256,44800,9985,44800
1,N,T,22528,10240,256,22528,10240,44800
1,N,T,22528,10240,256,44800,10240,44800
1,N,T,22528,10241,256,44800,10241,44800
2,N,T,22528,3072,256,22528,3072,44800
2,N,T,22528,3072,256,44800,3072,44800
2,N,T,22528,9216,256,22528,9216,44800
2,N,T,22528,9216,256,44800,9216,44800
1,N,T,22528,9985,256,22528,9985,44800
1,N,T,22784,10241,256,22784,10241,44800
1,N,T,22784,10496,256,22784,10496,44800
1,N,T,22784,10496,256,44800,10496,44800
1,N,T,22784,10497,256,44800,10497,44800
2,N,T,22784,3072,256,22784,3072,44800
2,N,T,22784,3072,256,44800,3072,44800
2,N,T,22784,9216,256,22784,9216,44800
2,N,T,22784,9216,256,44800,9216,44800
1,N,T,23040,10497,256,23040,10497,44800
1,N,T,23040,10752,256,23040,10752,44800
1,N,T,23040,10752,256,44800,10752,44800
1,N,T,23040,10753,256,44800,10753,44800
2,N,T,23040,3072,256,23040,3072,44800
2,N,T,23040,3072,256,44800,3072,44800
2,N,T,23040,9216,256,23040,9216,44800
2,N,T,23040,9216,256,44800,9216,44800
1,N,T,2304,2049,256,2304,2049,44800
1,N,T,2304,2304,256,2304,2304,44800
1,N,T,2304,2304,256,44800,2304,44800
1,N,T,2304,2305,256,44800,2305,44800
1,N,T,23296,10753,256,23296,10753,44800
1,N,T,23296,11008,256,23296,11008,44800
1,N,T,23296,11008,256,44800,11008,44800
1,N,T,23296,11009,256,44800,11009,44800
2,N,T,23296,3072,256,23296,3072,44800
2,N,T,23296,3072,256,44800,3072,44800
2,N,T,23296,9216,256,23296,9216,44800
2,N,T,23296,9216,256,44800,9216,44800
1,N,T,23552,11009,256,23552,11009,44800
1,N,T,23552,11264,256,23552,11264,44800
1,N,T,23552,11264,256,44800,11264,44800
1,N,T,23552,11265,256,44800,11265,44800
2,N,T,23552,3072,256,23552,3072,44800
2,N,T,23552,3072,256,44800,3072,44800
2,N,T,23552,9216,256,23552,9216,44800
2,N,T,23552,9216,256,44800,9216,44800
1,N,T,23808,11265,256,23808,11265,44800
1,N,T,23808,11520,256,23808,11520,44800
1,N,T,23808,11520,256,44800,11520,44800
1,N,T,23808,11521,256,44800,11521,44800
2,N,T,23808,3072,256,23808,3072,44800
2,N,T,23808,3072,256,44800,3072,44800
2,N,T,23808,9216,256,23808,9216,44800
2,N,T,23808,9216,256,44800,9216,44800
1,N,T,24064,11521,256,24064,11521,44800
1,N,T,24064,11776,256,24064,11776,44800
1,N,T,24064,11776,256,44800,11776,44800
1,N,T,24064,11777,256,44800,11777,44800
2,N,T,24064,3072,256,24064,3072,44800
2,N,T,24064,3072,256,44800,3072,44800
2,N,T,24064,9216,256,24064,9216,44800
2,N,T,24064,9216,256,44800,9216,44800
1,N,T,24320,11777,256,24320,11777,44800
1,N,T,24320,12032,256,24320,12032,44800
1,N,T,24320,12032,256,44800,12032,44800
1,N,T,24320,12033,256,44800,12033,44800
2,N,T,24320,3072,256,24320,3072,44800
2,N,T,24320,3072,256,44800,3072,44800
2,N,T,24320,9216,256,24320,9216,44800
2,N,T,24320,9216,256,44800,9216,44800
1,N,T,24576,12033,256,24576,12033,44800
1,N,T,24576,12288,256,24576,12288,44800
1,N,T,24576,12288,256,44800,12288,44800
1,N,T,24576,12289,256,44800,12289,44800
2,N,T,24576,3072,256,24576,3072,44800
2,N,T,24576,3072,256,44800,3072,44800
2,N,T,24576,9216,256,24576,9216,44800
2,N,T,24576,9216,256,44800,9216,44800
1,N,T,24832,12289,256,24832,12289,44800
1,N,T,24832,12544,256,24832,12544,44800
1,N,T,24832,12544,256,44800,12544,44800
1,N,T,24832,12545,256,44800,12545,44800
2,N,T,24832,3072,256,24832,3072,44800
2,N,T,24832,3072,256,44800,3072,44800
2,N,T,24832,9216,256,24832,9216,44800
2,N,T,24832,9216,256,44800,9216,44800
1,N,T,25088,12545,256,25088,12545,44800
1,N,T,25088,12800,256,25088,12800,44800
1,N,T,25088,12800,256,44800,12800,44800
1,N,T,25088,12801,256,44800,12801,44800
2,N,T,25088,3072,256,25088,3072,44800
2,N,T,25088,3072,256,44800,3072,44800
2,N,T,25088,9216,256,25088,9216,44800
2,N,T,25088,9216,256,44800,9216,44800
1,N,T,25344,12801,256,25344,12801,44800
1,N,T,25344,13056,256,25344,13056,44800
1,N,T,25344,13056,256,44800,13056,44800
1,N,T,25344,13057,256,44800,13057,44800
2,N,T,25344,3072,256,25344,3072,44800
2,N,T,25344,3072,256,44800,3072,44800
2,N,T,25344,9216,256,25344,9216,44800
2,N,T,25344,9216,256,44800,9216,44800
1,N,T,25600,13057,256,25600,13057,44800
1,N,T,25600,13312,256,25600,13312,44800
1,N,T,25600,13312,256,44800,13312,44800
1,N,T,25600,13313,256,44800,13313,44800
2,N,T,25600,3072,256,25600,3072,44800
2,N,T,25600,3072,256,44800,3072,44800
2,N,T,25600,9216,256,25600,9216,44800
2,N,T,25600,9216,256,44800,9216,44800
1,N,T,2560,2305,256,2560,2305,44800
1,N,T,2560,2560,256,2560,2560,44800
1,N,T,2560,2560,256,44800,2560,44800
1,N,T,2560,2561,256,44800,2561,44800
1,N,T,256,1,256,256,1,44800
1,N,T,256,256,256,256,256,44800
1,N,T,256,256,256,44800,256,44800
1,N,T,256,257,256,44800,257,44800
1,N,T,25856,13313,256,25856,13313,44800
1,N,T,25856,13568,256,25856,13568,44800
1,N,T,25856,13568,256,44800,13568,44800
1,N,T,25856,13569,256,44800,13569,44800
2,N,T,25856,3072,256,25856,3072,44800
2,N,T,25856,3072,256,44800,3072,44800
2,N,T,25856,9216,256,25856,9216,44800
2,N,T,25856,9216,256,44800,9216,44800
1,N,T,26112,13569,256,26112,13569,44800
1,N,T,26112,13824,256,26112,13824,44800
1,N,T,26112,13824,256,44800,13824,44800
1,N,T,26112,13825,256,44800,13825,44800
2,N,T,26112,3072,256,26112,3072,44800
2,N,T,26112,3072,256,44800,3072,44800
2,N,T,26112,9216,256,26112,9216,44800
2,N,T,26112,9216,256,44800,9216,44800
1,N,T,26368,13825,256,26368,13825,44800
1,N,T,26368,14080,256,26368,14080,44800
1,N,T,26368,14080,256,44800,14080,44800
1,N,T,26368,14081,256,44800,14081,44800
2,N,T,26368,3072,256,26368,3072,44800
2,N,T,26368,3072,256,44800,3072,44800
2,N,T,26368,9216,256,26368,9216,44800
2,N,T,26368,9216,256,44800,9216,44800
1,N,T,26624,14081,256,26624,14081,44800
1,N,T,26624,14336,256,26624,14336,44800
1,N,T,26624,14336,256,44800,14336,44800
1,N,T,26624,14337,256,44800,14337,44800
2,N,T,26624,3072,256,26624,3072,44800
2,N,T,26624,3072,256,44800,3072,44800
2,N,T,26624,9216,256,26624,9216,44800
2,N,T,26624,9216,256,44800,9216,44800
1,N,T,26880,14337,256,26880,14337,44800
1,N,T,26880,14592,256,26880,14592,44800
1,N,T,26880,14592,256,44800,14592,44800
1,N,T,26880,14593,256,44800,14593,44800
2,N,T,26880,3072,256,26880,3072,44800
2,N,T,26880,3072,256,44800,3072,44800
2,N,T,26880,9216,256,26880,9216,44800
2,N,T,26880,9216,256,44800,9216,44800
1,N,T,27136,14593,256,27136,14593,44800
1,N,T,27136,14848,256,27136,14848,44800
1,N,T,27136,14848,256,44800,14848,44800
1,N,T,27136,14849,256,44800,14849,44800
2,N,T,27136,3072,256,27136,3072,44800
2,N,T,27136,3072,256,44800,3072,44800
2,N,T,27136,9216,256,27136,9216,44800
2,N,T,27136,9216,256,44800,9216,44800
1,N,T,27392,14849,256,27392,14849,44800
1,N,T,27392,15104,256,27392,15104,44800
1,N,T,27392,15104,256,44800,15104,44800
1,N,T,27392,15105,256,44800,15105,44800
2,N,T,27392,3072,256,27392,3072,44800
2,N,T,27392,3072,256,44800,3072,44800
2,N,T,27392,9216,256,27392,9216,44800
2,N,T,27392,9216,256,44800,9216,44800
1,N,T,27648,15105,256,27648,15105,44800
1,N,T,27648,15360,256,27648,15360,44800
1,N,T,27648,15360,256,44800,15360,44800
1,N,T,27648,15361,256,44800,15361,44800
2,N,T,27648,3072,256,27648,3072,44800
2,N,T,27648,3072,256,44800,3072,44800
2,N,T,27648,9216,256,27648,9216,44800
2,N,T,27648,9216,256,44800,9216,44800
1,N,T,27904,15361,256,27904,15361,44800
1,N,T,27904,15616,256,27904,15616,44800
1,N,T,27904,15616,256,44800,15616,44800
1,N,T,27904,15617,256,44800,15617,44800
2,N,T,27904,3072,256,27904,3072,44800
2,N,T,27904,3072,256,44800,3072,44800
2,N,T,27904,9216,256,27904,9216,44800
2,N,T,27904,9216,256,44800,9216,44800
1,N,T,28160,15617,256,28160,15617,44800
1,N,T,28160,15872,256,28160,15872,44800
1,N,T,28160,15872,256,44800,15872,44800
1,N,T,28160,15873,256,44800,15873,44800
2,N,T,28160,3072,256,28160,3072,44800
2,N,T,28160,3072,256,44800,3072,44800
2,N,T,28160,9216,256,28160,9216,44800
2,N,T,28160,9216,256,44800,9216,44800
1,N,T,2816,2561,256,2816,2561,44800
1,N,T,2816,2816,256,2816,2816,44800
1,N,T,2816,2816,256,44800,2816,44800
1,N,T,2816,2817,256,44800,2817,44800
1,N,T,28416,15873,256,28416,15873,44800
1,N,T,28416,16128,256,28416,16128,44800
1,N,T,28416,16128,256,44800,16128,44800
1,N,T,28416,16129,256,44800,16129,44800
2,N,T,28416,3072,256,28416,3072,44800
2,N,T,28416,3072,256,44800,3072,44800
2,N,T,28416,9216,256,28416,9216,44800
2,N,T,28416,9216,256,44800,9216,44800
1,N,T,28672,16129,256,28672,16129,44800
1,N,T,28672,16384,256,28672,16384,44800
1,N,T,28672,16384,256,44800,16384,44800
1,N,T,28672,16385,256,44800,16385,44800
2,N,T,28672,3072,256,28672,3072,44800
2,N,T,28672,3072,256,44800,3072,44800
2,N,T,28672,9216,256,28672,9216,44800
2,N,T,28672,9216,256,44800,9216,44800
1,N,T,28928,16385,256,28928,16385,44800
1,N,T,28928,16640,256,28928,16640,44800
1,N,T,28928,16640,256,44800,16640,44800
1,N,T,28928,16641,256,44800,16641,44800
2,N,T,28928,3072,256,28928,3072,44800
2,N,T,28928,3072,256,44800,3072,44800
2,N,T,28928,9216,256,28928,9216,44800
2,N,T,28928,9216,256,44800,9216,44800
1,N,T,29184,16641,256,29184,16641,44800
1,N,T,29184,16896,256,29184,16896,44800
